"","gene_id","moduleColor","GS.light","p.GS.light"
"NC_007677.1_WP_162713411.1","NC_007677.1_WP_162713411.1","turquoise",-0.865956861752648,1.45204505400371e-05
"NC_007677.1_WP_011403102.1","NC_007677.1_WP_011403102.1","yellow",-0.448509409966901,0.0814260205971359
"NC_007677.1_WP_011402805.1","NC_007677.1_WP_011402805.1","green",-0.229063056623993,0.393460191110683
"NC_007677.1_WP_011403987.1","NC_007677.1_WP_011403987.1","turquoise",-0.590633165222529,0.0159966703619598
"NC_007677.1_WP_011404257.1","NC_007677.1_WP_011404257.1","brown",0.384188897220626,0.141783722871954
"NC_007677.1_WP_221231568.1","NC_007677.1_WP_221231568.1","turquoise",-0.364597889243926,0.165002937786096
"NC_007677.1_WP_011404175.1","NC_007677.1_WP_011404175.1","yellow",0.164813068298575,0.541881645717421
"NC_007677.1_WP_011404078.1","NC_007677.1_WP_011404078.1","yellow",-0.186125333727843,0.490082287161037
"NC_007677.1_WP_011405354.1","NC_007677.1_WP_011405354.1","yellow",0.0987997466004267,0.715832672745793
"NC_007677.1_WP_013062315.1","NC_007677.1_WP_013062315.1","turquoise",-0.827288648608056,7.68344480478311e-05
"NC_007677.1_WP_011403166.1","NC_007677.1_WP_011403166.1","yellow",-0.180925779640947,0.502497064427671
"NC_007677.1_WP_164923478.1","NC_007677.1_WP_164923478.1","yellow",-0.321092060447467,0.225275461030768
"NC_007677.1_WP_011405056.1","NC_007677.1_WP_011405056.1","black",0.247718869212933,0.354949893541745
"NC_007677.1_WP_011403497.1","NC_007677.1_WP_011403497.1","turquoise",-0.726557048775345,0.00143337263694433
"NC_007677.1_WP_164923697.1","NC_007677.1_WP_164923697.1","blue",0.151227297406351,0.576112358585663
"NC_007677.1_WP_011403772.1","NC_007677.1_WP_011403772.1","turquoise",-0.69833975256371,0.00262194803066352
"NC_007677.1_WP_011403779.1","NC_007677.1_WP_011403779.1","turquoise",-0.474302390031323,0.0634263631010325
"NC_007677.1_WP_011403413.1","NC_007677.1_WP_011403413.1","green",0.0147647347675651,0.956719557155453
"NC_007677.1_WP_011403064.1","NC_007677.1_WP_011403064.1","blue",0.137619459204563,0.611275363037404
"NC_007677.1_WP_011403085.1","NC_007677.1_WP_011403085.1","blue",0.747969149957258,0.000862409761189048
"NC_007677.1_WP_237701751.1","NC_007677.1_WP_237701751.1","green",0.0374929326998881,0.890356054841412
"NC_007677.1_WP_011405090.1","NC_007677.1_WP_011405090.1","blue",0.529378182063035,0.0349656975498542
"NC_007677.1_WP_112903687.1","NC_007677.1_WP_112903687.1","brown",0.956807962001186,6.70641799893493e-09
"NC_007677.1_WP_011405297.1","NC_007677.1_WP_011405297.1","yellow",-0.0701758165056637,0.796213263424784
"NC_007677.1_WP_011403241.1","NC_007677.1_WP_011403241.1","brown",0.351534010401337,0.181822518392467
"NC_007677.1_WP_011403078.1","NC_007677.1_WP_011403078.1","blue",0.618783340833594,0.0106026854971838
"NC_007677.1_WP_118828872.1","NC_007677.1_WP_118828872.1","purple",0.164917855131078,0.541621177122026
"NC_007677.1_WP_162713406.1","NC_007677.1_WP_162713406.1","red",0.119547406365253,0.659222179357601
"NC_007677.1_WP_011404786.1","NC_007677.1_WP_011404786.1","blue",0.611178959339584,0.011891880442981
"NC_007677.1_WP_011404610.1","NC_007677.1_WP_011404610.1","grey",-0.325299586438406,0.218910352605127
"NC_007677.1_WP_237701829.1","NC_007677.1_WP_237701829.1","blue",0.403146434060087,0.121537967148512
"NC_007677.1_WP_164923511.1","NC_007677.1_WP_164923511.1","blue",-0.0388727476756165,0.886344857526584
"NC_007677.1_WP_011404781.1","NC_007677.1_WP_011404781.1","brown",0.962744597653899,2.42029696783375e-09
"NC_007677.1_WP_237701802.1","NC_007677.1_WP_237701802.1","black",0.297359615128911,0.263356563451813
"NC_007677.1_WP_011405152.1","NC_007677.1_WP_011405152.1","yellow",-0.137752303677379,0.610928046026786
"NC_007677.1_WP_237701861.1","NC_007677.1_WP_237701861.1","yellow",-0.0360019475839351,0.89469323106205
"NC_007677.1_WP_011404681.1","NC_007677.1_WP_011404681.1","yellow",-0.0130704814367179,0.961682374781326
"NC_007677.1_WP_231847394.1","NC_007677.1_WP_231847394.1","tan",0.603131896110786,0.0133869877327176
"NC_007677.1_WP_011404999.1","NC_007677.1_WP_011404999.1","blue",0.68325215908513,0.003526974607939
"NC_007677.1_WP_011402810.1","NC_007677.1_WP_011402810.1","tan",0.402186495680177,0.122511895082473
"NC_007677.1_WP_011403106.1","NC_007677.1_WP_011403106.1","yellow",-0.197388057051705,0.4637032215322
"NC_007677.1_WP_237701825.1","NC_007677.1_WP_237701825.1","blue",0.43946528045813,0.0885306711137398
"NC_007677.1_WP_237701864.1","NC_007677.1_WP_237701864.1","black",0.654188419507303,0.00597278503630391
"NC_007677.1_WP_162713333.1","NC_007677.1_WP_162713333.1","brown",0.425771773473471,0.100114965361841
"NC_007677.1_WP_011403525.1","NC_007677.1_WP_011403525.1","brown",0.682435394245511,0.00358234234084798
"NC_007677.1_WP_011405526.1","NC_007677.1_WP_011405526.1","yellow",-0.00944402857275001,0.972309219172087
"NC_007677.1_WP_011405003.1","NC_007677.1_WP_011405003.1","brown",0.641157725844597,0.00743671208876428
"NC_007677.1_WP_011403546.1","NC_007677.1_WP_011403546.1","blue",0.487783375055633,0.0552741625565431
"NC_007677.1_WP_011405366.1","NC_007677.1_WP_011405366.1","blue",-0.1412173314324,0.601896492852954
"NC_007677.1_SRU_RS15720","NC_007677.1_SRU_RS15720","turquoise",-0.454884941310189,0.0766708272030944
"NC_007677.1_WP_164923686.1","NC_007677.1_WP_164923686.1","turquoise",-0.431949766138914,0.0947630785153849
"NC_007677.1_WP_011403123.1","NC_007677.1_WP_011403123.1","blue",0.417726373194053,0.10740045376248
"NC_007677.1_WP_013061577.1","NC_007677.1_WP_013061577.1","turquoise",-0.368776159517013,0.159850899608766
"NC_007677.1_WP_158442709.1","NC_007677.1_WP_158442709.1","yellow",-0.0639670718487162,0.813934843971642
"NC_007677.1_WP_011403704.1","NC_007677.1_WP_011403704.1","purple",0.395168132828003,0.129797292131954
"NC_007677.1_WP_013062452.1","NC_007677.1_WP_013062452.1","green",-0.0336176914841701,0.901634640683361
"NC_007677.1_WP_011403728.1","NC_007677.1_WP_011403728.1","blue",0.391099248180491,0.134154910701559
"NC_007677.1_WP_237701949.1","NC_007677.1_WP_237701949.1","turquoise",-0.535905046833466,0.0323802118448605
"NC_007677.1_WP_011403014.1","NC_007677.1_WP_011403014.1","blue",0.600646437222329,0.0138773201029637
"NC_007677.1_WP_011405184.1","NC_007677.1_WP_011405184.1","black",0.340044735975132,0.197516305946505
"NC_007677.1_WP_237701809.1","NC_007677.1_WP_237701809.1","brown",0.955820241748679,7.83577480566288e-09
"NC_007677.1_WP_011403090.1","NC_007677.1_WP_011403090.1","turquoise",-0.354507352968598,0.177899049157195
"NC_007677.1_WP_043552475.1","NC_007677.1_WP_043552475.1","pink",-0.0904834161823724,0.738938857489046
"NC_007677.1_WP_118828881.1","NC_007677.1_WP_118828881.1","turquoise",-0.577628407417846,0.0191161156786321
"NC_007677.1_WP_011405262.1","NC_007677.1_WP_011405262.1","yellow",0.175344887477423,0.515984433930254
"NC_007677.1_WP_118828833.1","NC_007677.1_WP_118828833.1","turquoise",-0.481053384110093,0.0592407671075279
"NC_007677.1_WP_164923597.1","NC_007677.1_WP_164923597.1","turquoise",-0.438890490539855,0.0889966886786746
"NC_007677.1_WP_165443450.1","NC_007677.1_WP_165443450.1","green",0.118048253131788,0.663259228324575
"NC_007677.1_WP_011404753.1","NC_007677.1_WP_011404753.1","magenta",-0.336343636472491,0.202753340219412
"NC_007677.1_WP_011404769.1","NC_007677.1_WP_011404769.1","red",-0.335704947072533,0.203666074545985
"NC_007677.1_WP_162713342.1","NC_007677.1_WP_162713342.1","magenta",-0.426997832874327,0.0990362385197997
"NC_007677.1_WP_011404995.1","NC_007677.1_WP_011404995.1","black",0.793984521645097,0.000240184232123634
"NC_007677.1_WP_231847158.1","NC_007677.1_WP_231847158.1","brown",0.352400907392351,0.180672774087875
"NC_007677.1_WP_237701684.1","NC_007677.1_WP_237701684.1","green",0.0245999940609779,0.927944870696011
"NC_007677.1_WP_011402922.1","NC_007677.1_WP_011402922.1","brown",0.53312522518101,0.0334629907786769
"NC_007677.1_WP_011405077.1","NC_007677.1_WP_011405077.1","yellow",-0.35906378476551,0.17199588866702
"NC_007677.1_WP_011403355.1","NC_007677.1_WP_011403355.1","black",-0.179053547380849,0.507003153325973
"NC_007677.1_WP_011403995.1","NC_007677.1_WP_011403995.1","magenta",-0.514599876204007,0.0413948723542426
"NC_007677.1_WP_011404185.1","NC_007677.1_WP_011404185.1","blue",0.126190890561364,0.641439210810653
"NC_007677.1_WP_011403415.1","NC_007677.1_WP_011403415.1","pink",-0.365909011866471,0.163374464239999
"NC_007677.1_WP_237701808.1","NC_007677.1_WP_237701808.1","yellow",-0.385239773733024,0.140604952590198
"NC_007677.1_WP_237701836.1","NC_007677.1_WP_237701836.1","brown",0.778129509201025,0.000385644542164632
"NC_007677.1_WP_237701780.1","NC_007677.1_WP_237701780.1","brown",0.772950076060851,0.000446536810939206
"NC_007677.1_SRU_RS15705","NC_007677.1_SRU_RS15705","grey",-0.168782508853452,0.532053802185138
"NC_007677.1_WP_221231474.1","NC_007677.1_WP_221231474.1","turquoise",-0.333123496253376,0.207382178264315
"NC_007677.1_WP_011404673.1","NC_007677.1_WP_011404673.1","black",0.811456200603223,0.000135752087554263
"NC_007677.1_WP_011403025.1","NC_007677.1_WP_011403025.1","brown",0.627157808954233,0.00931306806560729
"NC_007677.1_WP_011405150.1","NC_007677.1_WP_011405150.1","red",-0.037946706105567,0.889036631126826
"NC_007677.1_WP_043553062.1","NC_007677.1_WP_043553062.1","black",0.43205435123985,0.0946742673389527
"NC_007677.1_WP_112902881.1","NC_007677.1_WP_112902881.1","blue",0.260748769364458,0.329359825791131
"NC_007677.1_WP_011403490.1","NC_007677.1_WP_011403490.1","blue",0.489372988998165,0.0543666471973056
"NC_007677.1_WP_112902759.1","NC_007677.1_WP_112902759.1","blue",0.829077316137246,7.17954277350871e-05
"NC_007677.1_WP_164923585.1","NC_007677.1_WP_164923585.1","brown",0.597123366671023,0.014596294259095
"NC_007677.1_WP_164923694.1","NC_007677.1_WP_164923694.1","green",0.0724482665141644,0.789749827479525
"NC_007677.1_WP_011403122.1","NC_007677.1_WP_011403122.1","blue",0.286977138850802,0.281182363607257
"NC_007677.1_WP_237701994.1","NC_007677.1_WP_237701994.1","yellow",0.00687698942043344,0.979834330061873
"NC_007678.1_WP_011405601.1","NC_007678.1_WP_011405601.1","brown",0.91849055803171,5.1560295014727e-07
"NC_007677.1_WP_164923451.1","NC_007677.1_WP_164923451.1","brown",0.486472663824862,0.0560308341078663
"NC_007677.1_WP_011404716.1","NC_007677.1_WP_011404716.1","brown",0.950022255786841,1.82901761540485e-08
"NC_007677.1_WP_013062402.1","NC_007677.1_WP_013062402.1","brown",0.451399232806393,0.0792450562850943
"NC_007677.1_WP_118828860.1","NC_007677.1_WP_118828860.1","purple",0.358673508351369,0.172496354765738
"NC_007677.1_WP_237701886.1","NC_007677.1_WP_237701886.1","yellow",-0.134142228209575,0.620393900688746
"NC_007677.1_WP_011405518.1","NC_007677.1_WP_011405518.1","green",0.0223498919310624,0.934521754194335
"NC_007677.1_WP_011403113.1","NC_007677.1_WP_011403113.1","green",0.335330669756474,0.204202176103601
"NC_007677.1_WP_118826363.1","NC_007677.1_WP_118826363.1","black",-0.180021370032208,0.504671446257802
"NC_007677.1_WP_011405431.1","NC_007677.1_WP_011405431.1","blue",0.142160438500091,0.599447591586474
"NC_007677.1_WP_162713321.1","NC_007677.1_WP_162713321.1","blue",0.177476854474315,0.51081249999039
"NC_007677.1_WP_011402949.1","NC_007677.1_WP_011402949.1","blue",0.648781687640917,0.00654933484775016
"NC_007677.1_WP_011403693.1","NC_007677.1_WP_011403693.1","turquoise",-0.576568506544097,0.0193897121839226
"NC_007677.1_WP_011403573.1","NC_007677.1_WP_011403573.1","turquoise",-0.710722662113308,0.00202852745426897
"NC_007677.1_WP_011404349.1","NC_007677.1_WP_011404349.1","yellow",-0.275924398789459,0.300937136297387
"NC_007677.1_WP_237701786.1","NC_007677.1_WP_237701786.1","green",-0.245689913478736,0.359032158248729
"NC_007677.1_WP_011404343.1","NC_007677.1_WP_011404343.1","brown",0.931054229191231,1.65265374543863e-07
"NC_007677.1_WP_112904049.1","NC_007677.1_WP_112904049.1","green",0.0357147636855687,0.895528954797734
"NC_007677.1_WP_103017635.1","NC_007677.1_WP_103017635.1","brown",0.6914748275501,0.00300700308655541
"NC_007677.1_WP_011404900.1","NC_007677.1_WP_011404900.1","brown",0.623672508019168,0.00983379037265109
"NC_007677.1_WP_164923566.1","NC_007677.1_WP_164923566.1","turquoise",-0.198659499433599,0.460770212353324
"NC_007677.1_WP_118828846.1","NC_007677.1_WP_118828846.1","grey",0.14383819541236,0.595101020846058
"NC_007677.1_WP_011405378.1","NC_007677.1_WP_011405378.1","black",0.662580917975039,0.00515871468967786
"NC_007677.1_WP_043552193.1","NC_007677.1_WP_043552193.1","turquoise",-0.232206920168324,0.386818354118586
"NC_007677.1_WP_237701817.1","NC_007677.1_WP_237701817.1","blue",0.44132158946485,0.087037565401144
"NC_007677.1_WP_011403482.1","NC_007677.1_WP_011403482.1","yellow",-0.315077710665853,0.234575554969293
"NC_007677.1_WP_011404326.1","NC_007677.1_WP_011404326.1","turquoise",-0.854953460814226,2.44644151581201e-05
"NC_007677.1_WP_112902747.1","NC_007677.1_WP_112902747.1","blue",0.293545884728767,0.269821963791799
"NC_007677.1_WP_011402935.1","NC_007677.1_WP_011402935.1","greenyellow",-0.136249562003676,0.614861428564387
"NC_007677.1_WP_011404451.1","NC_007677.1_WP_011404451.1","turquoise",-0.514731803021701,0.0413338154722013
"NC_007677.1_WP_237701838.1","NC_007677.1_WP_237701838.1","yellow",-0.204532222684679,0.447343254306413
"NC_007677.1_WP_237701978.1","NC_007677.1_WP_237701978.1","yellow",-0.455697085914475,0.0760798437012506
"NC_007677.1_WP_237701866.1","NC_007677.1_WP_237701866.1","brown",0.797769324519052,0.000213241054608008
"NC_007677.1_WP_011404875.1","NC_007677.1_WP_011404875.1","blue",0.328483168393408,0.214171261594354
"NC_007677.1_WP_164923640.1","NC_007677.1_WP_164923640.1","brown",0.837014895192196,5.26294395665364e-05
"NC_007677.1_WP_011403637.1","NC_007677.1_WP_011403637.1","turquoise",-0.737311117155763,0.00111711892120464
"NC_007677.1_WP_221231527.1","NC_007677.1_WP_221231527.1","yellow",-0.133114708013936,0.623098450924094
"NC_007677.1_WP_011405499.1","NC_007677.1_WP_011405499.1","black",0.407686207582605,0.117004790936817
"NC_007677.1_WP_011405306.1","NC_007677.1_WP_011405306.1","yellow",-0.191474219048668,0.477465892676453
"NC_007677.1_WP_011404287.1","NC_007677.1_WP_011404287.1","green",0.0596005514531553,0.826449560089799
"NC_007677.1_WP_013062306.1","NC_007677.1_WP_013062306.1","black",0.5602491661423,0.0239972733307812
"NC_007678.1_WP_011405603.1","NC_007678.1_WP_011405603.1","brown",0.701250236283305,0.00247123930773697
"NC_007677.1_WP_011403282.1","NC_007677.1_WP_011403282.1","green",0.00399801451795281,0.988275728716093
"NC_007677.1_WP_011405481.1","NC_007677.1_WP_011405481.1","tan",0.672230689195862,0.00433502323051042
"NC_007677.1_WP_011404036.1","NC_007677.1_WP_011404036.1","blue",0.644862612068191,0.00699428921747934
"NC_007677.1_WP_237701747.1","NC_007677.1_WP_237701747.1","green",0.135871571371322,0.615852363370734
"NC_007677.1_WP_011405312.1","NC_007677.1_WP_011405312.1","yellow",-0.138346081430595,0.609376586931876
"NC_007677.1_WP_011405375.1","NC_007677.1_WP_011405375.1","blue",0.643718138867525,0.00712866120890576
"NC_007677.1_WP_112902779.1","NC_007677.1_WP_112902779.1","brown",0.725323264068147,0.00147389816460144
"NC_007677.1_WP_011404560.1","NC_007677.1_WP_011404560.1","turquoise",-0.343097383024289,0.193263571551909
"NC_007677.1_WP_148278379.1","NC_007677.1_WP_148278379.1","brown",0.337857745011165,0.200600148899169
"NC_007677.1_WP_231847148.1","NC_007677.1_WP_231847148.1","blue",0.160012997908415,0.553872262548334
"NC_007677.1_WP_011403789.1","NC_007677.1_WP_011403789.1","yellow",0.0574750028030186,0.832555900823891
"NC_007677.1_WP_011403077.1","NC_007677.1_WP_011403077.1","brown",0.516855865256784,0.0403600624335388
"NC_007677.1_WP_011404776.1","NC_007677.1_WP_011404776.1","yellow",-0.0554912565815065,0.838262982346679
"NC_007677.1_WP_011404789.1","NC_007677.1_WP_011404789.1","blue",0.713240599174627,0.0019223965454495
"NC_007677.1_WP_237701797.1","NC_007677.1_WP_237701797.1","yellow",-0.116303654934198,0.667968184160823
"NC_007677.1_WP_013062011.1","NC_007677.1_WP_013062011.1","yellow",-0.406728722157101,0.117950925529075
"NC_007677.1_WP_011405168.1","NC_007677.1_WP_011405168.1","turquoise",-0.355318004808305,0.176839139869561
"NC_007677.1_WP_081580625.1","NC_007677.1_WP_081580625.1","turquoise",-0.354027283796716,0.178528703511519
"NC_007677.1_WP_237701676.1","NC_007677.1_WP_237701676.1","turquoise",-0.625279302777549,0.00959094645581673
"NC_007677.1_WP_013062510.1","NC_007677.1_WP_013062510.1","blue",0.465913322654593,0.0689246217586184
"NC_007677.1_WP_011404756.1","NC_007677.1_WP_011404756.1","brown",0.763296029072151,0.000581199014403501
"NC_007677.1_WP_011403410.1","NC_007677.1_WP_011403410.1","pink",-0.0594042431287101,0.827013135327998
"NC_007677.1_WP_011405157.1","NC_007677.1_WP_011405157.1","brown",0.966509797567871,1.15963841106008e-09
"NC_007677.1_WP_011405053.1","NC_007677.1_WP_011405053.1","blue",0.360894275241319,0.169661453854585
"NC_007677.1_WP_011404186.1","NC_007677.1_WP_011404186.1","blue",-0.228230560238179,0.395229157930814
"NC_007677.1_WP_202795399.1","NC_007677.1_WP_202795399.1","turquoise",-0.384799534120992,0.141097953324234
"NC_007677.1_WP_011403019.1","NC_007677.1_WP_011403019.1","blue",-0.133613748067272,0.621784353969818
"NC_007677.1_WP_011403848.1","NC_007677.1_WP_011403848.1","turquoise",-0.210833516215138,0.433159478815845
"NC_007677.1_WP_162892339.1","NC_007677.1_WP_162892339.1","brown",0.900954790952679,1.92288215420939e-06
"NC_007677.1_WP_011405326.1","NC_007677.1_WP_011405326.1","yellow",-0.104113727613628,0.70118702992815
"NC_007677.1_WP_011403748.1","NC_007677.1_WP_011403748.1","black",0.228044295896699,0.39562553341741
"NC_007677.1_WP_164923645.1","NC_007677.1_WP_164923645.1","turquoise",-0.744774667372502,0.000933158443786038
"NC_007677.1_WP_231847137.1","NC_007677.1_WP_231847137.1","green",-0.351717081204915,0.181579315807028
"NC_007677.1_WP_237701724.1","NC_007677.1_WP_237701724.1","blue",0.0588438050825257,0.82862251352103
"NC_007677.1_WP_011404691.1","NC_007677.1_WP_011404691.1","turquoise",-0.254413699865103,0.341665743070956
"NC_007677.1_WP_164923424.1","NC_007677.1_WP_164923424.1","green",0.0753150025562204,0.781614428495323
"NC_007677.1_WP_231847358.1","NC_007677.1_WP_231847358.1","blue",0.479752781229051,0.060030863942316
"NC_007677.1_WP_011403578.1","NC_007677.1_WP_011403578.1","blue",0.51975612121889,0.039058450040585
"NC_007677.1_WP_112902685.1","NC_007677.1_WP_112902685.1","black",0.358527153043031,0.172684280624261
"NC_007677.1_WP_164923628.1","NC_007677.1_WP_164923628.1","turquoise",-0.558008900081214,0.0246902553268772
"NC_007677.1_WP_011405275.1","NC_007677.1_WP_011405275.1","brown",0.333674176210352,0.20658581448391
"NC_007677.1_WP_162713327.1","NC_007677.1_WP_162713327.1","black",0.341338433016399,0.195706662125715
"NC_007677.1_WP_011405198.1","NC_007677.1_WP_011405198.1","grey",0.259587816267402,0.331595656377155
"NC_007677.1_WP_013062415.1","NC_007677.1_WP_013062415.1","blue",0.40162974648439,0.123079230361537
"NC_007677.1_WP_237701730.1","NC_007677.1_WP_237701730.1","blue",-0.0562577120254251,0.83605703904971
"NC_007677.1_WP_011403740.1","NC_007677.1_WP_011403740.1","brown",0.740893401102517,0.00102544288977716
"NC_007677.1_SRU_RS04490","NC_007677.1_SRU_RS04490","brown",0.454330446612919,0.0770762257913895
"NC_007677.1_WP_237702030.1","NC_007677.1_WP_237702030.1","turquoise",-0.4886978508033,0.0547507286006082
"NC_007677.1_WP_164923473.1","NC_007677.1_WP_164923473.1","yellow",-0.0204699223259908,0.940019829994199
"NC_007677.1_WP_118838466.1","NC_007677.1_WP_118838466.1","yellow",-0.0897157758597926,0.74108260313672
"NC_007677.1_WP_011403513.1","NC_007677.1_WP_011403513.1","red",-0.302044200667251,0.255545922434711
"NC_007677.1_WP_237701777.1","NC_007677.1_WP_237701777.1","grey",-0.164358072627979,0.54301327159117
"NC_007677.1_WP_011403233.1","NC_007677.1_WP_011403233.1","yellow",0.245869356466711,0.358670066393141
"NC_007677.1_WP_164923682.1","NC_007677.1_WP_164923682.1","grey",-0.428967058266279,0.0973209173933971
"NC_007677.1_WP_011405521.1","NC_007677.1_WP_011405521.1","blue",0.388062941337404,0.137471365879417
"NC_007677.1_WP_011403362.1","NC_007677.1_WP_011403362.1","green",0.131549905512843,0.627225868567136
"NC_007677.1_WP_011404315.1","NC_007677.1_WP_011404315.1","turquoise",-0.336601725319106,0.202385263811123
"NC_007677.1_WP_011405223.1","NC_007677.1_WP_011405223.1","yellow",-0.202035884392234,0.453026390152991
"NC_007677.1_WP_011404942.1","NC_007677.1_WP_011404942.1","brown",0.483835780797131,0.0575762401372235
"NC_007677.1_WP_011403180.1","NC_007677.1_WP_011403180.1","red",-0.313059939591113,0.237748914528723
"NC_007677.1_WP_158442704.1","NC_007677.1_WP_158442704.1","pink",-0.346617987689165,0.188433588758696
"NC_007677.1_WP_011404667.1","NC_007677.1_WP_011404667.1","yellow",-0.164127131093592,0.543588049030612
"NC_007677.1_WP_011403037.1","NC_007677.1_WP_011403037.1","brown",0.706593472026751,0.00221283231606699
"NC_007677.1_WP_011402974.1","NC_007677.1_WP_011402974.1","brown",0.846286730050605,3.58472521200658e-05
"NC_007677.1_WP_011403518.1","NC_007677.1_WP_011403518.1","yellow",-0.175955573263345,0.514500511992077
"NC_007677.1_WP_011405097.1","NC_007677.1_WP_011405097.1","blue",0.762162498908479,0.000598993105946428
"NC_007677.1_WP_043552338.1","NC_007677.1_WP_043552338.1","turquoise",-0.690420912090444,0.00306995901996873
"NC_007677.1_WP_237701983.1","NC_007677.1_WP_237701983.1","brown",0.957838795625535,5.67873340131562e-09
"NC_007677.1_WP_011405559.1","NC_007677.1_WP_011405559.1","yellow",-0.0266199757475303,0.922044323093656
"NC_007677.1_WP_162890602.1","NC_007677.1_WP_162890602.1","blue",0.239345656676837,0.371964672679314
"NC_007677.1_WP_164923437.1","NC_007677.1_WP_164923437.1","purple",0.340128700187735,0.197398526847154
"NC_007677.1_WP_011403067.1","NC_007677.1_WP_011403067.1","black",0.38470664080805,0.141202130010671
"NC_007677.1_WP_112904905.1","NC_007677.1_WP_112904905.1","yellow",-0.052656960984984,0.846430091721351
"NC_007677.1_WP_112904373.1","NC_007677.1_WP_112904373.1","turquoise",-0.39509597132732,0.12987371375588
"NC_007677.1_WP_043552388.1","NC_007677.1_WP_043552388.1","green",-0.0575443759599213,0.832356459876423
"NC_007677.1_WP_011402957.1","NC_007677.1_WP_011402957.1","grey",0.0735101267960186,0.786733995017481
"NC_007677.1_WP_011402932.1","NC_007677.1_WP_011402932.1","turquoise",-0.663059281398973,0.00511513786235238
"NC_007677.1_WP_011403285.1","NC_007677.1_WP_011403285.1","brown",0.437492408957658,0.0901375133249809
"NC_007677.1_WP_043552528.1","NC_007677.1_WP_043552528.1","yellow",-0.369920028402591,0.158459495572553
"NC_007677.1_WP_112902891.1","NC_007677.1_WP_112902891.1","brown",0.468037916900426,0.0675004792846817
"NC_007677.1_WP_011405189.1","NC_007677.1_WP_011405189.1","grey",-0.273919808280159,0.30460565530694
"NC_007677.1_WP_011403512.1","NC_007677.1_WP_011403512.1","red",-0.264127400414057,0.322902586543517
"NC_007677.1_WP_237701743.1","NC_007677.1_WP_237701743.1","brown",0.495010709174362,0.0512367873728733
"NC_007677.1_WP_011403101.1","NC_007677.1_WP_011403101.1","yellow",-0.117988722059888,0.663419719027344
"NC_007677.1_WP_011403272.1","NC_007677.1_WP_011403272.1","brown",0.440375845661734,0.0877959953568313
"NC_007677.1_WP_011405060.1","NC_007677.1_WP_011405060.1","blue",0.747156044802717,0.000879985943596021
"NC_007677.1_WP_011404661.1","NC_007677.1_WP_011404661.1","grey",0.0982998603987457,0.717215269095977
"NC_007677.1_WP_013061647.1","NC_007677.1_WP_013061647.1","turquoise",-0.480982160195085,0.0592838354102587
"NC_007677.1_WP_011405303.1","NC_007677.1_WP_011405303.1","yellow",-0.17810010374336,0.509305121711763
"NC_007677.1_WP_162892942.1","NC_007677.1_WP_162892942.1","turquoise",-0.514209191173569,0.0415760820413695
"NC_007677.1_WP_011405474.1","NC_007677.1_WP_011405474.1","turquoise",-0.596503451784081,0.0147257584118938
"NC_007677.1_WP_011403747.1","NC_007677.1_WP_011403747.1","turquoise",-0.818906992691555,0.000104554216228818
"NC_007677.1_WP_237701755.1","NC_007677.1_WP_237701755.1","blue",-0.0606901558003886,0.823322900534391
"NC_007677.1_WP_011405478.1","NC_007677.1_WP_011405478.1","brown",0.816556421513177,0.000113673142331953
"NC_007677.1_WP_011404765.1","NC_007677.1_WP_011404765.1","brown",0.979990262025097,3.26680494872836e-11
"NC_007677.1_WP_011403120.1","NC_007677.1_WP_011403120.1","green",0.567601897069691,0.0218274345082071
"NC_007677.1_WP_011402997.1","NC_007677.1_WP_011402997.1","grey",0.110342957383629,0.684143963952294
"NC_007677.1_WP_011403035.1","NC_007677.1_WP_011403035.1","grey",0.138022916590829,0.610220779000837
"NC_007677.1_WP_011403605.1","NC_007677.1_WP_011403605.1","turquoise",-0.505110065183648,0.0459672105066522
"NC_007677.1_WP_011405291.1","NC_007677.1_WP_011405291.1","yellow",-0.272595330643632,0.307043918755461
"NC_007677.1_WP_011403660.1","NC_007677.1_WP_011403660.1","tan",0.440188004668692,0.0879471936253723
"NC_007677.1_WP_011405021.1","NC_007677.1_WP_011405021.1","tan",0.64368260001326,0.00713286641175255
"NC_007677.1_WP_237701968.1","NC_007677.1_WP_237701968.1","blue",0.731802040006717,0.00127109393591378
"NC_007677.1_WP_013061596.1","NC_007677.1_WP_013061596.1","turquoise",-0.783826260842655,0.000326756654248166
"NC_007677.1_WP_011405437.1","NC_007677.1_WP_011405437.1","blue",0.243182291677149,0.36411351496908
"NC_007677.1_WP_112902749.1","NC_007677.1_WP_112902749.1","yellow",-0.128404621216311,0.635553381515567
"NC_007677.1_WP_231847115.1","NC_007677.1_WP_231847115.1","red",-0.309799914339368,0.242932567616497
"NC_007677.1_WP_237701677.1","NC_007677.1_WP_237701677.1","blue",0.339763641065207,0.197910938305347
"NC_007677.1_WP_231847297.1","NC_007677.1_WP_231847297.1","brown",0.289726812084302,0.276392369821898
"NC_007677.1_WP_237701835.1","NC_007677.1_WP_237701835.1","brown",0.728586965234432,0.00136867620078919
"NC_007677.1_WP_146032014.1","NC_007677.1_WP_146032014.1","green",0.282258507585966,0.289518084171239
"NC_007677.1_WP_011404526.1","NC_007677.1_WP_011404526.1","blue",-0.0873182695819447,0.747789423806917
"NC_007677.1_WP_237701832.1","NC_007677.1_WP_237701832.1","blue",-0.161856898468409,0.549252566294779
